InvoiceNo;StockCode;Description;Quantity;InvoiceDate;UnitPrice;CustomerID;Country
577314;21344;MOROCCAN BEATEN METAL DISH;5;18/11/2011 13:23;9,95;12444;Norway
547086;23183;MOTHER'S KITCHEN SPOON REST ;6;20/03/2011 15:46;3,75;12428;Finland
540040;20704;MR ROBOT SOFT TOY;8;04/01/2011 14:20;1,95;12483;Sweden
551054;20704;MR ROBOT SOFT TOY;2;26/04/2011 11:44;6,95;12429;Austria
561902;20704;MR ROBOT SOFT TOY;2;31/07/2011 15:50;6,95;17404;Sweden
541998;21726;MULTI HEARTS  STICKERS;24;25/01/2011 10:42;0,85;12348;Finland
557472;21209;MULTICOLOUR HONEYCOMB FAN;12;20/06/2011 13:27;0,39;12432;Norway
575736;21200;MULTICOLOUR HONEYCOMB PAPER GARLAND;12;11/11/2011 08:47;1,65;12697;Sweden
547086;23180;MUM'S KITCHEN CLOCK;4;20/03/2011 15:46;4,95;12428;Finland
572964;23180;MUM'S KITCHEN CLOCK;4;27/10/2011 10:41;4,95;12630;Finland
577067;22597;MUSICAL ZINC HEART DECORATION ;72;17/11/2011 14:49;0,29;12704;Finland
579692;82600;N0 SINGING METAL SIGN;48;30/11/2011 14:05;1,85;12433;Norway
581476;82600;N0 SINGING METAL SIGN;48;09/12/2011 08:48;1,85;12433;Norway
556201;17021;NAMASTE SWAGAT INCENSE;36;09/06/2011 13:01;0,3;12347;Iceland
570875;23431;NATURAL HANGING QUILTED HEARTS ;12;12/10/2011 17:00;0,83;12667;Finland
557621;22457;NATURAL SLATE HEART CHALKBOARD ;6;21/06/2011 14:00;2,95;12444;Norway
560549;22488;NATURAL SLATE RECTANGLE CHALKBOARD;12;19/07/2011 12:43;1,65;12664;Finland
566195;84600;NEW BAROQUE JEWELLERY BOX ;2;09/09/2011 13:44;7,95;12433;Norway
536532;82600;NO SINGING METAL SIGN;24;01/12/2010 13:24;2,1;12433;Norway
537868;82600;NO SINGING METAL SIGN;24;08/12/2010 16:49;2,1;12433;Norway
566195;82600;NO SINGING METAL SIGN;12;09/09/2011 13:44;2,1;12433;Norway
570875;22340;NOEL GARLAND PAINTED ZINC ;24;12/10/2011 17:00;0,39;12667;Finland
574690;22340;NOEL GARLAND PAINTED ZINC ;24;06/11/2011 13:11;0,39;12638;Sweden
545226;22868;NUMBER TILE COTTAGE GARDEN 0 ;8;01/03/2011 09:33;1,95;12428;Finland
545226;22869;NUMBER TILE COTTAGE GARDEN 1;8;01/03/2011 09:33;1,95;12428;Finland
545226;22870;NUMBER TILE COTTAGE GARDEN 2;8;01/03/2011 09:33;1,95;12428;Finland
545226;22871;NUMBER TILE COTTAGE GARDEN 3 ;8;01/03/2011 09:33;1,95;12428;Finland
545226;22872;NUMBER TILE COTTAGE GARDEN 4;8;01/03/2011 09:33;1,95;12428;Finland
545226;22873;NUMBER TILE COTTAGE GARDEN 5;8;01/03/2011 09:33;1,95;12428;Finland
545226;22874;NUMBER TILE COTTAGE GARDEN 6;8;01/03/2011 09:33;1,95;12428;Finland
545226;22875;NUMBER TILE COTTAGE GARDEN 7;8;01/03/2011 09:33;1,95;12428;Finland
545226;22876;NUMBER TILE COTTAGE GARDEN 8;8;01/03/2011 09:33;1,95;12428;Finland
545226;22877;NUMBER TILE COTTAGE GARDEN 9;8;01/03/2011 09:33;1,95;12428;Finland
545226;21462;NURSERY A,B,C PAINTED LETTERS;2;01/03/2011 09:33;6,75;12428;Finland
556127;22311;OFFICE MUG WARMER BLACK+SILVER ;12;09/06/2011 10:23;2,95;12406;Denmark
577126;22311;OFFICE MUG WARMER BLACK+SILVER ;12;17/11/2011 19:22;2,95;12406;Denmark
556127;22314;OFFICE MUG WARMER CHOC+BLUE;12;09/06/2011 10:23;2,95;12406;Denmark
539330;22313;OFFICE MUG WARMER PINK;6;17/12/2010 09:38;2,95;12370;Austria
556127;22313;OFFICE MUG WARMER PINK;12;09/06/2011 10:23;2,95;12406;Denmark
539330;22312;OFFICE MUG WARMER POLKADOT;6;17/12/2010 09:38;2,95;12370;Austria
556127;22312;OFFICE MUG WARMER POLKADOT;12;09/06/2011 10:23;2,95;12406;Denmark
577126;22312;OFFICE MUG WARMER POLKADOT;12;17/11/2011 19:22;2,95;12406;Denmark
557621;21770;OPEN CLOSED METAL SIGN;2;21/06/2011 14:00;4,95;12444;Norway
561627;21770;OPEN CLOSED METAL SIGN;2;28/07/2011 14:08;4,95;12453;Austria
568699;21770;OPEN CLOSED METAL SIGN;2;28/09/2011 14:58;4,95;12352;Norway
572184;21770;OPEN CLOSED METAL SIGN;2;21/10/2011 10:51;4,95;12403;Denmark
573035;21770;OPEN CLOSED METAL SIGN;2;27/10/2011 13:43;4,95;12433;Norway
580716;21770;OPEN CLOSED METAL SIGN;2;05/12/2011 16:48;4,95;12367;Denmark
574690;85230G;ORANGE VOTIVE CANDLE;24;06/11/2011 13:11;0,29;12638;Sweden
545226;22168;ORGANISER WOOD ANTIQUE WHITE ;2;01/03/2011 09:33;8,5;12428;Finland
556127;22813;PACK 3 BOXES BIRD PANNETONE ;12;09/06/2011 10:23;1,95;12406;Denmark
571705;22813;PACK 3 BOXES BIRD PANNETONE ;12;18/10/2011 15:22;1,95;12360;Austria
571705;22812;PACK 3 BOXES CHRISTMAS PANNETONE;12;18/10/2011 15:22;1,95;12360;Austria
545226;84569B;PACK 3 FIRE ENGINE/CAR PATCHES;12;01/03/2011 09:33;1,25;12428;Finland
545226;84569D;PACK 6 HEART/ICE-CREAM PATCHES;12;01/03/2011 09:33;1,25;12428;Finland
568223;23378;PACK OF 12 50'S CHRISTMAS TISSUES;24;26/09/2011 10:16;0,39;12412;Denmark
536532;21983;PACK OF 12 BLUE PAISLEY TISSUES ;48;01/12/2010 13:24;0,29;12433;Norway
537868;21983;PACK OF 12 BLUE PAISLEY TISSUES ;48;08/12/2010 16:49;0,29;12433;Norway
541998;21983;PACK OF 12 BLUE PAISLEY TISSUES ;144;25/01/2011 10:42;0,29;12348;Finland
536532;22615;PACK OF 12 CIRCUS PARADE TISSUES ;48;01/12/2010 13:24;0,29;12433;Norway
537868;22615;PACK OF 12 CIRCUS PARADE TISSUES ;48;08/12/2010 16:49;0,29;12433;Norway
567306;22615;PACK OF 12 CIRCUS PARADE TISSUES ;60;19/09/2011 13:32;0,29;12752;Norway
577126;22615;PACK OF 12 CIRCUS PARADE TISSUES ;24;17/11/2011 19:22;0,39;12406;Denmark
552957;22491;PACK OF 12 COLOURED PENCILS;12;12/05/2011 12:36;0,85;17404;Sweden
559145;22491;PACK OF 12 COLOURED PENCILS;288;06/07/2011 14:17;0,85;17404;Sweden
578811;22491;PACK OF 12 COLOURED PENCILS;24;25/11/2011 13:28;0,85;12438;Norway
568223;23377;PACK OF 12 DOLLY GIRL TISSUES;24;26/09/2011 10:16;0,39;12412;Denmark
541998;21985;PACK OF 12 HEARTS DESIGN TISSUES ;144;25/01/2011 10:42;0,29;12348;Finland
577126;21985;PACK OF 12 HEARTS DESIGN TISSUES ;24;17/11/2011 19:22;0,39;12406;Denmark
539318;22616;PACK OF 12 LONDON TISSUES ;72;16/12/2010 19:09;0,29;12348;Finland
536532;21984;PACK OF 12 PINK PAISLEY TISSUES ;48;01/12/2010 13:24;0,29;12433;Norway
537868;21984;PACK OF 12 PINK PAISLEY TISSUES ;48;08/12/2010 16:49;0,29;12433;Norway
559928;21986;PACK OF 12 PINK POLKADOT TISSUES;48;14/07/2011 08:52;0,29;12405;Finland
536532;21980;PACK OF 12 RED RETROSPOT TISSUES ;48;01/12/2010 13:24;0,29;12433;Norway
537868;21980;PACK OF 12 RED RETROSPOT TISSUES ;48;08/12/2010 16:49;0,29;12433;Norway
541998;21980;PACK OF 12 RED RETROSPOT TISSUES ;144;25/01/2011 10:42;0,29;12348;Finland
536532;21967;PACK OF 12 SKULL TISSUES;48;01/12/2010 13:24;0,29;12433;Norway
537868;21967;PACK OF 12 SKULL TISSUES;48;08/12/2010 16:49;0,29;12433;Norway
541998;21967;PACK OF 12 SKULL TISSUES;144;25/01/2011 10:42;0,29;12348;Finland
577126;21967;PACK OF 12 SKULL TISSUES;24;17/11/2011 19:22;0,39;12406;Denmark
536532;22614;PACK OF 12 SPACEBOY TISSUES;48;01/12/2010 13:24;0,29;12433;Norway
537868;22614;PACK OF 12 SPACEBOY TISSUES;48;08/12/2010 16:49;0,29;12433;Norway
559928;22614;PACK OF 12 SPACEBOY TISSUES;48;14/07/2011 08:52;0,29;12405;Finland
567306;22614;PACK OF 12 SPACEBOY TISSUES;48;19/09/2011 13:32;0,29;12752;Norway
536532;21982;PACK OF 12 SUKI TISSUES ;48;01/12/2010 13:24;0,29;12433;Norway
537868;21982;PACK OF 12 SUKI TISSUES ;48;08/12/2010 16:49;0,29;12433;Norway
539318;21982;PACK OF 12 SUKI TISSUES ;144;16/12/2010 19:09;0,29;12348;Finland
556127;21982;PACK OF 12 SUKI TISSUES ;24;09/06/2011 10:23;0,29;12406;Denmark
536532;22489;PACK OF 12 TRADITIONAL CRAYONS;24;01/12/2010 13:24;0,42;12433;Norway
537868;22489;PACK OF 12 TRADITIONAL CRAYONS;24;08/12/2010 16:49;0,42;12433;Norway
539338;22489;PACK OF 12 TRADITIONAL CRAYONS;144;17/12/2010 10:54;0,42;17404;Sweden
542428;22489;PACK OF 12 TRADITIONAL CRAYONS;144;28/01/2011 10:00;0,42;17404;Sweden
545227;22489;PACK OF 12 TRADITIONAL CRAYONS;24;01/03/2011 09:35;0,42;12428;Finland
552957;22489;PACK OF 12 TRADITIONAL CRAYONS;432;12/05/2011 12:36;0,42;17404;Sweden
568223;22489;PACK OF 12 TRADITIONAL CRAYONS;24;26/09/2011 10:16;0,42;12412;Denmark
578811;22489;PACK OF 12 TRADITIONAL CRAYONS;24;25/11/2011 13:28;0,42;12438;Norway
576082;23380;PACK OF 12 VINTAGE DOILY TISSUES;24;14/11/2011 08:22;0,39;12428;Finland
536532;21981;PACK OF 12 WOODLAND TISSUES ;48;01/12/2010 13:24;0,29;12433;Norway
537868;21981;PACK OF 12 WOODLAND TISSUES ;48;08/12/2010 16:49;0,29;12433;Norway
539318;21981;PACK OF 12 WOODLAND TISSUES ;144;16/12/2010 19:09;0,29;12348;Finland
559928;21981;PACK OF 12 WOODLAND TISSUES ;48;14/07/2011 08:52;0,29;12405;Finland
564539;21981;PACK OF 12 WOODLAND TISSUES ;24;25/08/2011 15:22;0,29;12715;Sweden
567306;21981;PACK OF 12 WOODLAND TISSUES ;60;19/09/2011 13:32;0,29;12752;Norway
561902;22907;PACK OF 20 NAPKINS PANTRY DESIGN;96;31/07/2011 15:50;0,85;17404;Sweden
566494;22907;PACK OF 20 NAPKINS PANTRY DESIGN;96;13/09/2011 11:12;0,85;17404;Sweden
557427;22908;PACK OF 20 NAPKINS RED APPLES;12;20/06/2011 12:14;0,85;12429;Denmark
554132;21989;PACK OF 20 SKULL PAPER NAPKINS;12;23/05/2011 09:43;0,85;12360;Austria
577126;21989;PACK OF 20 SKULL PAPER NAPKINS;24;17/11/2011 19:22;0,85;12406;Denmark
556127;22585;PACK OF 6 BIRDY GIFT TAGS;24;09/06/2011 10:23;1,25;12406;Denmark
573108;22585;PACK OF 6 BIRDY GIFT TAGS;12;27/10/2011 15:09;1,25;12430;Norway
551054;22583;PACK OF 6 HANDBAG GIFT BOXES;6;26/04/2011 11:44;2,55;12429;Austria
557427;23119;PACK OF 6 LARGE FRUIT STRAWS ;12;20/06/2011 12:14;0,62;12429;Denmark
547493;22584;PACK OF 6 PANNETONE GIFT BOXES;144;23/03/2011 12:06;2,1;12818;Austria
556127;22584;PACK OF 6 PANNETONE GIFT BOXES;12;09/06/2011 10:23;2,55;12406;Denmark
554132;21987;PACK OF 6 SKULL PAPER CUPS;12;23/05/2011 09:43;0,65;12360;Austria
577126;21987;PACK OF 6 SKULL PAPER CUPS;24;17/11/2011 19:22;0,65;12406;Denmark
554132;21988;PACK OF 6 SKULL PAPER PLATES;12;23/05/2011 09:43;0,85;12360;Austria
577126;21988;PACK OF 6 SKULL PAPER PLATES;24;17/11/2011 19:22;0,85;12406;Denmark
547493;22582;PACK OF 6 SWEETIE GIFT BOXES;144;23/03/2011 12:06;2,1;12818;Austria
547645;21975;PACK OF 60 DINOSAUR CAKE CASES;24;24/03/2011 11:40;0,55;12676;Sweden
549222;21975;PACK OF 60 DINOSAUR CAKE CASES;24;07/04/2011 10:43;0,55;12347;Iceland
559928;21975;PACK OF 60 DINOSAUR CAKE CASES;48;14/07/2011 08:52;0,55;12405;Finland
562032;21975;PACK OF 60 DINOSAUR CAKE CASES;24;02/08/2011 08:48;0,55;12347;Iceland
565124;21975;PACK OF 60 DINOSAUR CAKE CASES;24;01/09/2011 12:09;0,55;12436;Norway
542237;21976;PACK OF 60 MUSHROOM CAKE CASES;24;26/01/2011 14:30;0,55;12347;Iceland
559928;21976;PACK OF 60 MUSHROOM CAKE CASES;24;14/07/2011 08:52;0,55;12405;Finland
567306;21976;PACK OF 60 MUSHROOM CAKE CASES;24;19/09/2011 13:32;0,55;12752;Norway
573511;21976;PACK OF 60 MUSHROOM CAKE CASES;24;31/10/2011 12:25;0,55;12347;Iceland
580638;21976;PACK OF 60 MUSHROOM CAKE CASES;24;05/12/2011 12:44;0,55;12381;Norway
536532;21977;PACK OF 60 PINK PAISLEY CAKE CASES;24;01/12/2010 13:24;0,55;12433;Norway
537868;21977;PACK OF 60 PINK PAISLEY CAKE CASES;24;08/12/2010 16:49;0,55;12433;Norway
539318;21977;PACK OF 60 PINK PAISLEY CAKE CASES;24;16/12/2010 19:09;0,55;12348;Finland
539318;21977;PACK OF 60 PINK PAISLEY CAKE CASES;120;16/12/2010 19:09;0,42;12348;Finland
539338;21977;PACK OF 60 PINK PAISLEY CAKE CASES;240;17/12/2010 10:54;0,55;17404;Sweden
546530;21977;PACK OF 60 PINK PAISLEY CAKE CASES;480;14/03/2011 13:25;0,55;17404;Sweden
550998;21977;PACK OF 60 PINK PAISLEY CAKE CASES;24;26/04/2011 09:12;0,55;12414;Austria
551054;21977;PACK OF 60 PINK PAISLEY CAKE CASES;24;26/04/2011 11:44;0,55;12429;Austria
559004;21977;PACK OF 60 PINK PAISLEY CAKE CASES;24;05/07/2011 12:23;0,55;12428;Finland
559928;21977;PACK OF 60 PINK PAISLEY CAKE CASES;24;14/07/2011 08:52;0,55;12405;Finland
561902;21977;PACK OF 60 PINK PAISLEY CAKE CASES;240;31/07/2011 15:50;0,55;17404;Sweden
563443;21977;PACK OF 60 PINK PAISLEY CAKE CASES;24;16/08/2011 13:26;0,55;12641;Sweden
566195;21977;PACK OF 60 PINK PAISLEY CAKE CASES;120;09/09/2011 13:44;0,42;12433;Norway
567306;21977;PACK OF 60 PINK PAISLEY CAKE CASES;24;19/09/2011 13:32;0,55;12752;Norway
539338;22417;PACK OF 60 SPACEBOY CAKE CASES;240;17/12/2010 10:54;0,55;17404;Sweden
542237;22417;PACK OF 60 SPACEBOY CAKE CASES;24;26/01/2011 14:30;0,55;12347;Iceland
546530;22417;PACK OF 60 SPACEBOY CAKE CASES;240;14/03/2011 13:25;0,55;17404;Sweden
556127;22417;PACK OF 60 SPACEBOY CAKE CASES;24;09/06/2011 10:23;0,55;12406;Denmark
559928;22417;PACK OF 60 SPACEBOY CAKE CASES;24;14/07/2011 08:52;0,55;12405;Finland
565124;22417;PACK OF 60 SPACEBOY CAKE CASES;24;01/09/2011 12:09;0,55;12436;Norway
567306;22417;PACK OF 60 SPACEBOY CAKE CASES;24;19/09/2011 13:32;0,55;12752;Norway
571318;22417;PACK OF 60 SPACEBOY CAKE CASES;240;17/10/2011 10:50;0,42;17404;Sweden
573511;22417;PACK OF 60 SPACEBOY CAKE CASES;24;31/10/2011 12:25;0,55;12347;Iceland
574690;22417;PACK OF 60 SPACEBOY CAKE CASES;24;06/11/2011 13:11;0,55;12638;Sweden
580638;22417;PACK OF 60 SPACEBOY CAKE CASES;24;05/12/2011 12:44;0,55;12381;Norway
536532;21212;PACK OF 72 RETROSPOT CAKE CASES;24;01/12/2010 13:24;0,55;12433;Norway
537868;21212;PACK OF 72 RETROSPOT CAKE CASES;24;08/12/2010 16:49;0,55;12433;Norway
539338;21212;PACK OF 72 RETROSPOT CAKE CASES;240;17/12/2010 10:54;0,55;17404;Sweden
544886;21212;PACK OF 72 RETROSPOT CAKE CASES;24;24/02/2011 11:42;0,55;12582;Finland
545227;21212;PACK OF 72 RETROSPOT CAKE CASES;24;01/03/2011 09:35;0,55;12428;Finland
546530;21212;PACK OF 72 RETROSPOT CAKE CASES;480;14/03/2011 13:25;0,55;17404;Sweden
551054;21212;PACK OF 72 RETROSPOT CAKE CASES;24;26/04/2011 11:44;0,55;12429;Austria
566195;21212;PACK OF 72 RETROSPOT CAKE CASES;120;09/09/2011 13:44;0,42;12433;Norway
567306;21212;PACK OF 72 RETROSPOT CAKE CASES;24;19/09/2011 13:32;0,55;12752;Norway
570875;21212;PACK OF 72 RETROSPOT CAKE CASES;24;12/10/2011 17:00;0,55;12667;Finland
571053;21212;PACK OF 72 RETROSPOT CAKE CASES;24;13/10/2011 13:53;0,55;12631;Finland
571318;21212;PACK OF 72 RETROSPOT CAKE CASES;240;17/10/2011 10:50;0,42;17404;Sweden
574690;21212;PACK OF 72 RETROSPOT CAKE CASES;24;06/11/2011 13:11;0,55;12638;Sweden
580638;21212;PACK OF 72 RETROSPOT CAKE CASES;24;05/12/2011 12:44;0,55;12381;Norway
536532;21213;PACK OF 72 SKULL CAKE CASES;24;01/12/2010 13:24;0,55;12433;Norway
537868;21213;PACK OF 72 SKULL CAKE CASES;24;08/12/2010 16:49;0,55;12433;Norway
539318;21213;PACK OF 72 SKULL CAKE CASES;24;16/12/2010 19:09;0,55;12348;Finland
539318;21213;PACK OF 72 SKULL CAKE CASES;120;16/12/2010 19:09;0,42;12348;Finland
546530;21213;PACK OF 72 SKULL CAKE CASES;240;14/03/2011 13:25;0,55;17404;Sweden
562600;21213;PACK OF 72 SKULL CAKE CASES;24;08/08/2011 10:01;0,55;12676;Sweden
573035;21213;PACK OF 72 SKULL CAKE CASES;120;27/10/2011 13:43;0,42;12433;Norway
545227;47367B;PAIR PADDED HANGERS PINK CHECK;8;01/03/2011 09:35;3,75;12428;Finland
550277;47367B;PAIR PADDED HANGERS PINK CHECK;4;15/04/2011 12:48;3,75;12639;Sweden
547086;22981;PANTRY APPLE CORER;12;20/03/2011 15:46;1,45;12428;Finland
573195;22981;PANTRY APPLE CORER;12;28/10/2011 11:40;1,45;12432;Norway
576019;23113;PANTRY CHOPPING BOARD;3;13/11/2011 14:31;4,95;12865;Austria
573511;23422;PANTRY HOOK BALLOON WHISK ;12;31/10/2011 12:25;2,08;12347;Iceland
573511;23421;PANTRY HOOK SPATULA;12;31/10/2011 12:25;2,08;12347;Iceland
573511;23420;PANTRY HOOK TEA STRAINER ;12;31/10/2011 12:25;2,08;12347;Iceland
562602;23198;PANTRY MAGNETIC  SHOPPING LIST;12;08/08/2011 10:11;1,45;12865;Austria
563100;23198;PANTRY MAGNETIC  SHOPPING LIST;12;12/08/2011 09:57;1,45;12381;Norway
C565050;23198;PANTRY MAGNETIC  SHOPPING LIST;-10;31/08/2011 17:10;1,45;12381;Norway
567505;23198;PANTRY MAGNETIC  SHOPPING LIST;12;20/09/2011 14:34;1,45;12352;Norway
573035;23198;PANTRY MAGNETIC  SHOPPING LIST;12;27/10/2011 13:43;1,45;12433;Norway
579692;23198;PANTRY MAGNETIC  SHOPPING LIST;48;30/11/2011 14:05;1,25;12433;Norway
581476;23198;PANTRY MAGNETIC  SHOPPING LIST;48;09/12/2011 08:48;1,25;12433;Norway
547086;22982;PANTRY PASTRY BRUSH;12;20/03/2011 15:46;1,25;12428;Finland
556127;22982;PANTRY PASTRY BRUSH;12;09/06/2011 10:23;1,25;12406;Denmark
557939;22982;PANTRY PASTRY BRUSH;12;23/06/2011 15:44;1,25;12697;Sweden
563100;22982;PANTRY PASTRY BRUSH;12;12/08/2011 09:57;1,25;12381;Norway
570875;22982;PANTRY PASTRY BRUSH;12;12/10/2011 17:00;1,25;12667;Finland
573195;22982;PANTRY PASTRY BRUSH;12;28/10/2011 11:40;1,25;12432;Norway
573588;22982;PANTRY PASTRY BRUSH;12;31/10/2011 15:01;1,25;12588;Finland
574275;22982;PANTRY PASTRY BRUSH;12;03/11/2011 14:37;1,25;12352;Norway
545227;22978;PANTRY ROLLING PIN;6;01/03/2011 09:35;3,75;12428;Finland
570875;22978;PANTRY ROLLING PIN;6;12/10/2011 17:00;3,75;12667;Finland
573195;22978;PANTRY ROLLING PIN;6;28/10/2011 11:40;3,75;12432;Norway
574275;22978;PANTRY ROLLING PIN;6;03/11/2011 14:37;3,75;12352;Norway
557939;22980;PANTRY SCRUBBING BRUSH;12;23/06/2011 15:44;1,65;12697;Sweden
567505;22980;PANTRY SCRUBBING BRUSH;12;20/09/2011 14:34;1,65;12352;Norway
573195;22980;PANTRY SCRUBBING BRUSH;12;28/10/2011 11:40;1,65;12432;Norway
577126;22980;PANTRY SCRUBBING BRUSH;12;17/11/2011 19:22;1,65;12406;Denmark
557939;22979;PANTRY WASHING UP BRUSH;12;23/06/2011 15:44;1,45;12697;Sweden
563020;22979;PANTRY WASHING UP BRUSH;12;11/08/2011 12:58;1,45;12428;Finland
563100;22979;PANTRY WASHING UP BRUSH;12;12/08/2011 09:57;1,45;12381;Norway
567505;22979;PANTRY WASHING UP BRUSH;12;20/09/2011 14:34;1,45;12352;Norway
573035;22979;PANTRY WASHING UP BRUSH;12;27/10/2011 13:43;1,45;12433;Norway
573195;22979;PANTRY WASHING UP BRUSH;12;28/10/2011 11:40;1,45;12432;Norway
576519;23597;PAPER BUNTING PAISLEY PARK;6;15/11/2011 12:25;2,95;12676;Sweden
547645;22090;PAPER BUNTING RETROSPOT;12;24/03/2011 11:40;2,95;12676;Sweden
562600;22090;PAPER BUNTING RETROSPOT;12;08/08/2011 10:01;2,95;12676;Sweden
567306;22090;PAPER BUNTING RETROSPOT;40;19/09/2011 13:32;2,55;12752;Norway
569018;22090;PAPER BUNTING RETROSPOT;12;30/09/2011 09:25;2,95;12676;Sweden
549588;22089;PAPER BUNTING VINTAGE PAISLEY;6;11/04/2011 10:04;2,95;12428;Finland
575736;22083;PAPER CHAIN KIT RETROSPOT;6;11/11/2011 08:47;2,95;12697;Sweden
566195;15034;PAPER POCKET TRAVELING FAN ;24;09/09/2011 13:44;0,14;12433;Norway
573035;15034;PAPER POCKET TRAVELING FAN ;96;27/10/2011 13:43;0,14;12433;Norway
557472;22390;PAPERWEIGHT CHILDHOOD MEMORIES;24;20/06/2011 13:27;2,55;12432;Norway
545227;22395;PAPERWEIGHT VINTAGE PAISLEY;6;01/03/2011 09:35;2,55;12428;Finland
557621;23112;PARISIENNE CURIO CABINET;2;21/06/2011 14:00;7,5;12444;Norway
557621;23118;PARISIENNE JEWELLERY DRAWER ;4;21/06/2011 14:00;7,5;12444;Norway
566195;23118;PARISIENNE JEWELLERY DRAWER ;2;09/09/2011 13:44;7,5;12433;Norway
566773;23118;PARISIENNE JEWELLERY DRAWER ;8;15/09/2011 09:43;7,5;12444;Norway
557427;23110;PARISIENNE KEY CABINET ;6;20/06/2011 12:14;5,75;12429;Denmark
557621;23110;PARISIENNE KEY CABINET ;2;21/06/2011 14:00;5,75;12444;Norway
545226;47566;PARTY BUNTING;4;01/03/2011 09:33;4,95;12428;Finland
552202;47566;PARTY BUNTING;8;06/05/2011 14:51;4,95;12414;Austria
557427;47566;PARTY BUNTING;12;20/06/2011 12:14;4,95;12429;Denmark
559004;47566;PARTY BUNTING;8;05/07/2011 12:23;4,95;12428;Finland
563100;47566;PARTY BUNTING;4;12/08/2011 09:57;4,95;12381;Norway
565124;47566;PARTY BUNTING;8;01/09/2011 12:09;4,95;12436;Norway
573108;23122;PARTY CHARMS 50 PIECES;12;27/10/2011 15:09;0,83;12430;Norway
576019;23122;PARTY CHARMS 50 PIECES;12;13/11/2011 14:31;0,83;12865;Austria
547645;22128;PARTY CONES CANDY ASSORTED;24;24/03/2011 11:40;1,25;12676;Sweden
550998;22128;PARTY CONES CANDY ASSORTED;48;26/04/2011 09:12;1,25;12414;Austria
567306;21061;PARTY INVITES FOOTBALL;48;19/09/2011 13:32;0,85;12752;Norway
567306;21058;PARTY INVITES WOODLAND;48;19/09/2011 13:32;0,85;12752;Norway
552202;21172;PARTY METAL SIGN ;12;06/05/2011 14:51;1,45;12414;Austria
576019;21172;PARTY METAL SIGN ;12;13/11/2011 14:31;1,45;12865;Austria
557472;21208;PASTEL COLOUR HONEYCOMB FAN;12;20/06/2011 13:27;0,39;12432;Norway
577314;23482;PEARLISED IVORY HEART LARGE ;12;18/11/2011 13:23;1,65;12444;Norway
545227;22445;PENCIL CASE LIFE IS BEAUTIFUL;6;01/03/2011 09:35;2,95;12428;Finland
561627;22445;PENCIL CASE LIFE IS BEAUTIFUL;6;28/07/2011 14:08;2,95;12453;Austria
549588;22028;PENNY FARTHING BIRTHDAY CARD;12;11/04/2011 10:04;0,42;12428;Finland
562602;22028;PENNY FARTHING BIRTHDAY CARD;12;08/08/2011 10:11;0,42;12865;Austria
573195;22028;PENNY FARTHING BIRTHDAY CARD;12;28/10/2011 11:40;0,42;12432;Norway
574275;23096;PETIT TRAY CHIC;12;03/11/2011 14:37;1,65;12352;Norway
579550;23096;PETIT TRAY CHIC;12;30/11/2011 10:48;1,65;12630;Finland
542428;21906;PHARMACIE FIRST AID TIN;16;28/01/2011 10:00;6,75;17404;Sweden
557621;21906;PHARMACIE FIRST AID TIN;2;21/06/2011 14:00;6,75;12444;Norway
561902;21906;PHARMACIE FIRST AID TIN;32;31/07/2011 15:50;6,75;17404;Sweden
545226;22796;PHOTO FRAME 3 CLASSIC HANGING;4;01/03/2011 09:33;9,95;12428;Finland
545227;22628;PICNIC BOXES SET OF 3 RETROSPOT ;12;01/03/2011 09:35;4,95;12428;Finland
566195;22628;PICNIC BOXES SET OF 3 RETROSPOT ;12;09/09/2011 13:44;4,95;12433;Norway
579692;22628;PICNIC BOXES SET OF 3 RETROSPOT ;16;30/11/2011 14:05;4,95;12433;Norway
581476;22628;PICNIC BOXES SET OF 3 RETROSPOT ;16;09/12/2011 08:48;4,95;12433;Norway
557621;22170;PICTURE FRAME WOOD TRIPLE PORTRAIT;4;21/06/2011 14:00;6,75;12444;Norway
545226;22637;PIGGY BANK RETROSPOT ;4;01/03/2011 09:33;2,55;12428;Finland
545227;21199;PINK  HEART CONFETTI IN TUBE;12;01/03/2011 09:35;1,65;12428;Finland
559928;21199;PINK  HEART CONFETTI IN TUBE;12;14/07/2011 08:52;1,65;12405;Finland
557472;21564;PINK  HEART SHAPE LOVE BUCKET ;12;20/06/2011 13:27;2,95;12432;Norway
577126;21564;PINK  HEART SHAPE LOVE BUCKET ;6;17/11/2011 19:22;2,95;12406;Denmark
557472;21194;PINK  HONEYCOMB PAPER FAN;12;20/06/2011 13:27;0,65;12432;Norway
544886;21239;PINK  POLKADOT CUP;16;24/02/2011 11:42;0,85;12582;Finland
571705;21239;PINK  POLKADOT CUP;8;18/10/2011 15:22;0,85;12360;Austria
544886;21243;PINK  POLKADOT PLATE ;8;24/02/2011 11:42;1,69;12582;Finland
537626;84997D;PINK 3 PIECE POLKADOT CUTLERY SET;6;07/12/2010 14:57;3,75;12347;Iceland
541756;84997D;PINK 3 PIECE POLKADOT CUTLERY SET;72;21/01/2011 11:42;3,39;12664;Finland
547645;22668;PINK BABY BUNTING;10;24/03/2011 11:40;2,95;12676;Sweden
555403;22668;PINK BABY BUNTING;5;02/06/2011 18:06;2,95;12676;Sweden
559928;22668;PINK BABY BUNTING;10;14/07/2011 08:52;2,95;12405;Finland
